Unnamed: 0,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,kfolds
340,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,4
239,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,4
361,Male,Yes,1,Graduate,No,2269,2167.0,99.0,360.0,1.0,Semiurban,-1,4
262,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,4
432,Male,No,0,Graduate,None,12876,0.0,405.0,360.0,1.0,Semiurban,Y,4
366,Male,No,0,Graduate,Yes,9200,0.0,98.0,180.0,1.0,Rural,-1,4
31,Male,Yes,2,Graduate,No,6250,820.0,192.0,360.0,1.0,Urban,-1,4
517,Male,Yes,None,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4
18,Male,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N,4
326,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,4
523,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,4
363,Male,Yes,0,Graduate,No,4158,709.0,115.0,360.0,1.0,Urban,-1,4
461,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,4
334,Male,Yes,0,Graduate,No,1516,1951.0,35.0,360.0,1.0,Semiurban,-1,4
194,Male,Yes,1,Graduate,No,10000,2690.0,412.0,360.0,1.0,Semiurban,-1,4
102,Male,Yes,1,Graduate,No,3901,0.0,116.0,360.0,1.0,Urban,-1,4
602,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,4
130,Male,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban,-1,4
105,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y,4
398,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,4
43,Male,No,0,Graduate,No,6500,2600.0,200.0,360.0,1.0,Semiurban,-1,4
123,Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y,4
63,Female,No,0,Graduate,No,2101,1500.0,108.0,360.0,0.0,Rural,-1,4
215,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,4
547,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,4
81,Male,Yes,1,Graduate,Yes,2395,0.0,0.0,360.0,1.0,Semiurban,Y,4
270,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,4
604,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,4
575,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,4
22,Male,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N,4
314,Female,No,0,Graduate,No,3767,0.0,134.0,300.0,1.0,Urban,-1,4
287,Male,No,0,Graduate,None,1972,4347.0,106.0,360.0,1.0,Rural,-1,4
184,Male,Yes,3+,Graduate,No,10166,750.0,150.0,None,1.0,Urban,-1,4
207,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,4
84,Male,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y,4
181,Male,Yes,0,Graduate,No,4334,2945.0,165.0,360.0,1.0,Semiurban,-1,4
137,Male,Yes,1,Graduate,No,2014,2925.0,120.0,360.0,1.0,Rural,-1,4
337,Male,Yes,0,Graduate,No,2292,1558.0,119.0,360.0,1.0,Urban,-1,4
552,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,4
146,Male,No,0,Not Graduate,No,3276,0.0,90.0,360.0,1.0,Semiurban,-1,4
373,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,4
474,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,4
39,Male,No,0,Graduate,No,3643,1963.0,138.0,360.0,1.0,Urban,-1,4
192,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,N,4
497,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,None,Urban,Y,4
176,Male,Yes,2,Not Graduate,No,2500,3333.0,131.0,360.0,1.0,Urban,-1,4
169,Female,Yes,1,Graduate,No,3564,0.0,79.0,360.0,1.0,Rural,-1,4
508,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,4
44,Female,No,0,Graduate,No,3666,0.0,84.0,360.0,1.0,Urban,-1,4
138,None,No,None,Graduate,No,3333,1250.0,110.0,360.0,1.0,Semiurban,-1,4
241,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,4
255,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,4
378,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,4
120,Male,No,0,Graduate,No,3125,0.0,65.0,360.0,1.0,Urban,-1,4
197,Male,Yes,0,Not Graduate,No,2000,1600.0,115.0,360.0,1.0,Rural,-1,4
246,Male,Yes,2,Graduate,Yes,5000,2166.0,150.0,360.0,1.0,Urban,-1,4
320,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,4
165,Male,No,0,Not Graduate,No,2268,0.0,170.0,360.0,0.0,Semiurban,-1,4
330,Male,Yes,0,Graduate,No,5509,0.0,143.0,360.0,1.0,Rural,-1,4
186,Male,Yes,2,Not Graduate,No,4521,1184.0,150.0,360.0,1.0,Semiurban,-1,4
538,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,4
78,Male,Yes,1,Graduate,No,3413,4053.0,0.0,360.0,1.0,Semiurban,-1,4
574,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,4
65,Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N,4
193,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,Y,4
278,Male,Yes,3+,Not Graduate,None,3634,910.0,176.0,360.0,0.0,Semiurban,-1,4
234,Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,4
376,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,4
400,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,4
81,Male,Yes,3+,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban,-1,4
222,Male,Yes,2,Not Graduate,No,2896,0.0,80.0,480.0,1.0,Urban,-1,4
355,Male,Yes,3+,Graduate,No,7603,1213.0,197.0,360.0,1.0,Urban,-1,4
256,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,4
4,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y,4
173,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,Y,4
349,Male,Yes,0,Graduate,Yes,2500,296.0,137.0,300.0,1.0,Rural,-1,4
318,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,None,Semiurban,Y,4
582,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,4
280,Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,4
467,None,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,4
237,Male,Yes,2,Not Graduate,No,6166,13983.0,102.0,360.0,1.0,Rural,-1,4
6,Male,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,Y,4
135,Male,Yes,0,Graduate,No,4258,0.0,125.0,360.0,1.0,Urban,-1,4
162,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N,4
187,Male,Yes,2,Graduate,No,9167,0.0,235.0,360.0,1.0,Semiurban,-1,4
408,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,4
377,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,None,Semiurban,Y,4
117,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,None,Urban,Y,4
594,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,4
191,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N,4
305,Male,No,0,Not Graduate,No,2000,0.0,0.0,360.0,1.0,Urban,N,4
499,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,4
127,Male,No,0,Graduate,No,3865,1640.0,0.0,360.0,1.0,Rural,Y,4
490,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,None,Semiurban,Y,4
